game_pk,season,official_date,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,home_probable_pitcher_id,away_probable_pitcher_id,venue_id,venue_name,day_night,doubleheader
823228,2026,2026-05-04,137,San Francisco Giants,135,San Diego Padres,3,2,686790.0,681190.0,2395,Oracle Park,night,N
824281,2026,2026-05-05,116,Detroit Tigers,111,Boston Red Sox,3,10,664285.0,663558.0,2394,Comerica Park,night,N
822986,2026,2026-05-05,139,Tampa Bay Rays,141,Toronto Blue Jays,4,3,656876.0,592332.0,12,Tropicana Field,night,N
823469,2026,2026-05-05,143,Philadelphia Phillies,133,Athletics,9,1,650911.0,622663.0,2681,Citizens Bank Park,night,N
823873,2026,2026-05-05,146,Miami Marlins,110,Baltimore Orioles,7,9,645261.0,605135.0,4169,loanDepot park,night,N
822743,2026,2026-05-05,120,Washington Nationals,142,Minnesota Twins,3,11,676917.0,671737.0,3309,Nationals Park,night,N
823553,2026,2026-05-05,147,New York Yankees,140,Texas Rangers,7,4,695684.0,594798.0,3313,Yankee Stadium,night,N
824682,2026,2026-05-05,112,Chicago Cubs,113,Cincinnati Reds,3,2,592791.0,671096.0,17,Wrigley Field,night,N
824119,2026,2026-05-05,118,Kansas City Royals,114,Cleveland Guardians,5,3,663568.0,668909.0,7,Kauffman Stadium,night,N
824200,2026,2026-05-05,117,Houston Astros,119,Los Angeles Dodgers,2,1,663567.0,660271.0,2392,Daikin Park,night,N
824040,2026,2026-05-05,108,Los Angeles Angels,145,Chicago White Sox,4,3,691951.0,607200.0,1,Angel Stadium,night,N
825092,2026,2026-05-05,109,Arizona Diamondbacks,134,Pittsburgh Pirates,9,0,593958.0,696149.0,15,Chase Field,night,N
823142,2026,2026-05-05,136,Seattle Mariners,144,Atlanta Braves,2,3,669923.0,693821.0,680,T-Mobile Park,night,N
823227,2026,2026-05-05,137,San Francisco Giants,135,San Diego Padres,5,10,657277.0,621111.0,2395,Oracle Park,night,N
822985,2026,2026-05-06,139,Tampa Bay Rays,141,Toronto Blue Jays,3,0,663556.0,571578.0,12,Tropicana Field,day,N
823063,2026,2026-05-06,138,St. Louis Cardinals,158,Milwaukee Brewers,2,6,669467.0,687075.0,2889,Busch Stadium,day,N
824198,2026,2026-05-06,117,Houston Astros,119,Los Angeles Dodgers,2,12,621121.0,607192.0,2392,Daikin Park,day,N
823226,2026,2026-05-06,137,San Francisco Giants,135,San Diego Padres,1,5,605288.0,699134.0,2395,Oracle Park,day,N
824036,2026,2026-05-06,108,Los Angeles Angels,145,Chicago White Sox,8,2,700712.0,702273.0,1,Angel Stadium,day,N
823141,2026,2026-05-06,136,Seattle Mariners,144,Atlanta Braves,3,1,693433.0,527048.0,680,T-Mobile Park,day,N
824282,2026,2026-05-06,116,Detroit Tigers,111,Boston Red Sox,0,4,656427.0,543243.0,2394,Comerica Park,night,N
823470,2026,2026-05-06,143,Philadelphia Phillies,133,Athletics,6,3,554430.0,605488.0,2681,Citizens Bank Park,night,N
823872,2026,2026-05-06,146,Miami Marlins,110,Baltimore Orioles,4,7,691587.0,687064.0,4169,loanDepot park,night,N
822740,2026,2026-05-06,120,Washington Nationals,142,Minnesota Twins,15,2,571945.0,641927.0,3309,Nationals Park,night,N
823550,2026,2026-05-06,147,New York Yankees,140,Texas Rangers,1,6,701542.0,543135.0,3313,Yankee Stadium,night,N
824683,2026,2026-05-06,112,Chicago Cubs,113,Cincinnati Reds,7,6,607067.0,663903.0,17,Wrigley Field,night,N
824118,2026,2026-05-06,118,Kansas City Royals,114,Cleveland Guardians,1,3,666142.0,676282.0,7,Kauffman Stadium,night,N
824361,2026,2026-05-06,115,Colorado Rockies,121,New York Mets,5,10,547179.0,642547.0,19,Coors Field,night,N
825091,2026,2026-05-06,109,Arizona Diamondbacks,134,Pittsburgh Pirates,0,1,647336.0,694973.0,15,Chase Field,night,N
823551,2026,2026-05-07,147,New York Yankees,140,Texas Rangers,9,2,621112.0,669022.0,3313,Yankee Stadium,day,N
822741,2026,2026-05-07,120,Washington Nationals,142,Minnesota Twins,7,5,663623.0,680573.0,3309,Nationals Park,day,N
824117,2026,2026-05-07,118,Kansas City Royals,114,Cleveland Guardians,5,8,607625.0,677944.0,7,Kauffman Stadium,day,N
824681,2026,2026-05-07,112,Chicago Cubs,113,Cincinnati Reds,8,3,684007.0,695076.0,17,Wrigley Field,day,N
824362,2026,2026-05-07,115,Colorado Rockies,121,New York Mets,6,2,500779.0,681035.0,19,Coors Field,day,N
825090,2026,2026-05-07,109,Arizona Diamondbacks,134,Pittsburgh Pirates,2,4,668678.0,656605.0,15,Chase Field,day,N
823467,2026,2026-05-07,143,Philadelphia Phillies,133,Athletics,1,12,691725.0,669372.0,2681,Citizens Bank Park,night,N
823870,2026,2026-05-07,146,Miami Marlins,110,Baltimore Orioles,4,3,676974.0,700249.0,4169,loanDepot park,night,N
824767,2026,2026-05-07,111,Boston Red Sox,139,Tampa Bay Rays,4,8,687562.0,643377.0,3,Fenway Park,night,N
823306,2026,2026-05-07,135,San Diego Padres,138,St. Louis Cardinals,1,2,650633.0,669461.0,2680,Petco Park,night,N
824522,2026,2026-05-08,113,Cincinnati Reds,117,Houston Astros,0,10,666157.0,681347.0,2602,Great American Ball Park,night,N
823466,2026,2026-05-08,143,Philadelphia Phillies,115,Colorado Rockies,7,9,666200.0,801403.0,2681,Citizens Bank Park,night,N
824846,2026,2026-05-08,110,Baltimore Orioles,133,Athletics,3,4,680694.0,682052.0,2,Oriole Park at Camden Yards,night,N
822822,2026,2026-05-08,141,Toronto Blue Jays,108,Los Angeles Angels,2,0,656302.0,672282.0,14,Rogers Centre,night,N
824768,2026,2026-05-08,111,Boston Red Sox,139,Tampa Bay Rays,2,0,813349.0,669947.0,3,Fenway Park,night,N
823871,2026,2026-05-08,146,Miami Marlins,120,Washington Nationals,2,3,702281.0,656492.0,4169,loanDepot park,night,N
824443,2026,2026-05-08,114,Cleveland Guardians,142,Minnesota Twins,6,4,800048.0,687570.0,5,Progressive Field,night,N
824116,2026,2026-05-08,118,Kansas City Royals,116,Detroit Tigers,4,3,663460.0,672456.0,7,Kauffman Stadium,night,N
824607,2026,2026-05-08,145,Chicago White Sox,136,Seattle Mariners,8,12,680732.0,676106.0,4,Rate Field,night,N
823794,2026,2026-05-08,158,Milwaukee Brewers,147,New York Yankees,6,0,694819.0,608331.0,32,American Family Field,night,N
822904,2026,2026-05-08,140,Texas Rangers,112,Chicago Cubs,1,7,677958.0,676962.0,5325,Globe Life Field,night,N
825088,2026,2026-05-08,109,Arizona Diamondbacks,121,New York Mets,1,3,669194.0,690997.0,15,Chase Field,night,N
823303,2026,2026-05-08,135,San Diego Padres,138,St. Louis Cardinals,0,6,656288.0,700241.0,2680,Petco Park,night,N
823957,2026,2026-05-08,119,Los Angeles Dodgers,144,Atlanta Braves,3,1,686218.0,519242.0,22,UNIQLO Field at Dodger Stadium,night,N
823225,2026,2026-05-08,137,San Francisco Giants,134,Pittsburgh Pirates,5,2,592662.0,669387.0,2395,Oracle Park,night,N
822820,2026,2026-05-09,141,Toronto Blue Jays,108,Los Angeles Angels,14,1,702056.0,686799.0,14,Rogers Centre,day,N
824847,2026,2026-05-09,110,Baltimore Orioles,133,Athletics,2,6,669358.0,650644.0,2,Oriole Park at Camden Yards,day,N
824523,2026,2026-05-09,113,Cincinnati Reds,117,Houston Astros,3,1,695505.0,681293.0,2602,Great American Ball Park,day,N
823869,2026,2026-05-09,146,Miami Marlins,120,Washington Nationals,8,7,676083.0,663992.0,4169,loanDepot park,day,N
823468,2026,2026-05-09,143,Philadelphia Phillies,115,Colorado Rockies,9,3,605400.0,607536.0,2681,Citizens Bank Park,night,N
824444,2026,2026-05-09,114,Cleveland Guardians,142,Minnesota Twins,1,2,676440.0,657746.0,5,Progressive Field,night,N
822905,2026,2026-05-09,140,Texas Rangers,112,Chicago Cubs,6,0,683004.0,665795.0,5325,Globe Life Field,night,N
824115,2026,2026-05-09,118,Kansas City Royals,116,Detroit Tigers,5,1,608379.0,572143.0,7,Kauffman Stadium,night,N
824606,2026,2026-05-09,145,Chicago White Sox,136,Seattle Mariners,6,1,641743.0,622491.0,4,Rate Field,night,N
823792,2026,2026-05-09,158,Milwaukee Brewers,147,New York Yankees,4,3,690986.0,693645.0,32,American Family Field,night,N
825089,2026,2026-05-09,109,Arizona Diamondbacks,121,New York Mets,2,1,518876.0,605280.0,15,Chase Field,day,N
823304,2026,2026-05-09,135,San Diego Padres,138,St. Louis Cardinals,4,2,681190.0,669160.0,2680,Petco Park,day,N
823224,2026,2026-05-09,137,San Francisco Giants,134,Pittsburgh Pirates,3,13,694738.0,677952.0,2395,Oracle Park,night,N
823955,2026,2026-05-09,119,Los Angeles Dodgers,144,Atlanta Braves,2,7,605483.0,675911.0,22,UNIQLO Field at Dodger Stadium,night,N
823868,2026,2026-05-10,146,Miami Marlins,120,Washington Nationals,5,2,645261.0,676917.0,4169,loanDepot park,day,N
824845,2026,2026-05-10,110,Baltimore Orioles,133,Athletics,2,1,669211.0,622663.0,2,Oriole Park at Camden Yards,day,N
824765,2026,2026-05-10,111,Boston Red Sox,139,Tampa Bay Rays,1,4,801139.0,607259.0,3,Fenway Park,day,N
823463,2026,2026-05-10,143,Philadelphia Phillies,115,Colorado Rockies,6,0,650911.0,608372.0,2681,Citizens Bank Park,day,N
822819,2026,2026-05-10,141,Toronto Blue Jays,108,Los Angeles Angels,1,6,693686.0,667755.0,14,Rogers Centre,day,N
824520,2026,2026-05-10,113,Cincinnati Reds,117,Houston Astros,5,0,671096.0,678906.0,2602,Great American Ball Park,day,N
824440,2026,2026-05-10,114,Cleveland Guardians,142,Minnesota Twins,4,5,668909.0,702193.0,5,Progressive Field,day,N
824605,2026,2026-05-10,145,Chicago White Sox,136,Seattle Mariners,2,1,663436.0,669302.0,4,Rate Field,day,N
823793,2026,2026-05-10,158,Milwaukee Brewers,147,New York Yankees,4,3,701656.0,607074.0,32,American Family Field,day,N
822902,2026,2026-05-10,140,Texas Rangers,112,Chicago Cubs,3,0,594798.0,592791.0,5325,Globe Life Field,day,N
823221,2026,2026-05-10,137,San Francisco Giants,134,Pittsburgh Pirates,7,6,641816.0,696149.0,2395,Oracle Park,day,N
825085,2026,2026-05-10,109,Arizona Diamondbacks,121,New York Mets,5,1,593958.0,623211.0,15,Chase Field,day,N
823305,2026,2026-05-10,135,San Diego Padres,138,St. Louis Cardinals,3,2,621111.0,681517.0,2680,Petco Park,day,N
823954,2026,2026-05-10,119,Los Angeles Dodgers,144,Atlanta Braves,2,7,680736.0,693821.0,22,UNIQLO Field at Dodger Stadium,day,N
824113,2026,2026-05-10,118,Kansas City Royals,116,Detroit Tigers,3,6,702070.0,669724.0,7,Kauffman Stadium,night,N
824441,2026,2026-05-11,114,Cleveland Guardians,108,Los Angeles Angels,7,2,676282.0,608718.0,5,Progressive Field,night,N
824844,2026,2026-05-11,110,Baltimore Orioles,147,New York Yankees,3,2,687064.0,677960.0,2,Oriole Park at Camden Yards,night,N
822818,2026,2026-05-11,141,Toronto Blue Jays,139,Tampa Bay Rays,5,8,592332.0,656876.0,14,Rogers Centre,night,N
822901,2026,2026-05-11,140,Texas Rangers,109,Arizona Diamondbacks,0,1,596001.0,647336.0,5325,Globe Life Field,night,N
824199,2026,2026-05-11,117,Houston Astros,136,Seattle Mariners,1,3,663567.0,669923.0,2392,Daikin Park,night,N
823953,2026,2026-05-11,119,Los Angeles Dodgers,137,San Francisco Giants,3,9,808963.0,686790.0,22,UNIQLO Field at Dodger Stadium,night,N
824442,2026,2026-05-12,114,Cleveland Guardians,108,Los Angeles Angels,3,2,677944.0,700712.0,5,Progressive Field,night,N
824843,2026,2026-05-12,110,Baltimore Orioles,147,New York Yankees,2,6,669432.0,701542.0,2,Oriole Park at Camden Yards,night,N
824521,2026,2026-05-12,113,Cincinnati Reds,120,Washington Nationals,4,10,663903.0,571945.0,2602,Great American Ball Park,night,N
823385,2026,2026-05-12,134,Pittsburgh Pirates,115,Colorado Rockies,3,1,694973.0,547179.0,31,PNC Park,night,N
824764,2026,2026-05-12,111,Boston Red Sox,143,Philadelphia Phillies,1,2,663558.0,554430.0,3,Fenway Park,night,N
822817,2026,2026-05-12,141,Toronto Blue Jays,139,Tampa Bay Rays,6,7,571578.0,663556.0,14,Rogers Centre,night,N
823632,2026,2026-05-12,121,New York Mets,116,Detroit Tigers,10,2,642547.0,656427.0,3289,Citi Field,night,N
824927,2026,2026-05-12,144,Atlanta Braves,112,Chicago Cubs,5,2,656550.0,607067.0,4705,Truist Park,night,N
824604,2026,2026-05-12,145,Chicago White Sox,118,Kansas City Royals,6,5,607200.0,663568.0,4,Rate Field,night,N
823712,2026,2026-05-12,142,Minnesota Twins,146,Miami Marlins,3,0,641927.0,691587.0,3312,Target Field,night,N
823790,2026,2026-05-12,158,Milwaukee Brewers,135,San Diego Padres,6,4,687075.0,699134.0,32,American Family Field,night,N
822903,2026,2026-05-12,140,Texas Rangers,109,Arizona Diamondbacks,7,4,669022.0,668678.0,5325,Globe Life Field,night,N
824197,2026,2026-05-12,117,Houston Astros,136,Seattle Mariners,2,10,837227.0,693433.0,2392,Daikin Park,night,N
825011,2026,2026-05-12,133,Athletics,138,St. Louis Cardinals,4,6,605488.0,669467.0,2529,Sutter Health Park,night,N
823951,2026,2026-05-12,119,Los Angeles Dodgers,137,San Francisco Giants,2,6,808967.0,605288.0,22,UNIQLO Field at Dodger Stadium,night,N
824841,2026,2026-05-13,110,Baltimore Orioles,147,New York Yankees,7,0,680694.0,608331.0,2,Oriole Park at Camden Yards,day,N
824438,2026,2026-05-13,114,Cleveland Guardians,108,Los Angeles Angels,4,2,800048.0,672282.0,5,Progressive Field,day,N
824519,2026,2026-05-13,113,Cincinnati Reds,120,Washington Nationals,7,8,666157.0,663623.0,2602,Great American Ball Park,night,N
823386,2026,2026-05-13,134,Pittsburgh Pirates,115,Colorado Rockies,4,10,656605.0,500779.0,31,PNC Park,night,N
824763,2026,2026-05-13,111,Boston Red Sox,143,Philadelphia Phillies,3,1,543243.0,691725.0,3,Fenway Park,night,N
822815,2026,2026-05-13,141,Toronto Blue Jays,139,Tampa Bay Rays,5,3,656302.0,643377.0,14,Rogers Centre,night,N
823631,2026,2026-05-13,121,New York Mets,116,Detroit Tigers,3,2,681035.0,664285.0,3289,Citi Field,night,N
824928,2026,2026-05-13,144,Atlanta Braves,112,Chicago Cubs,4,1,702275.0,684007.0,4705,Truist Park,night,N
824603,2026,2026-05-13,145,Chicago White Sox,118,Kansas City Royals,6,5,702273.0,607625.0,4,Rate Field,night,N
823710,2026,2026-05-13,142,Minnesota Twins,146,Miami Marlins,5,9,680573.0,676974.0,3312,Target Field,night,N
823791,2026,2026-05-13,158,Milwaukee Brewers,135,San Diego Padres,1,3,694819.0,650633.0,32,American Family Field,night,N
822900,2026,2026-05-13,140,Texas Rangers,109,Arizona Diamondbacks,6,5,677958.0,669194.0,5325,Globe Life Field,night,N
824195,2026,2026-05-13,117,Houston Astros,136,Seattle Mariners,4,3,621121.0,682243.0,2392,Daikin Park,night,N
825010,2026,2026-05-13,133,Athletics,138,St. Louis Cardinals,6,2,669372.0,669461.0,2529,Sutter Health Park,night,N
823952,2026,2026-05-13,119,Los Angeles Dodgers,137,San Francisco Giants,4,0,660271.0,592662.0,22,UNIQLO Field at Dodger Stadium,night,N
823383,2026,2026-05-14,134,Pittsburgh Pirates,115,Colorado Rockies,7,2,682254.0,801403.0,31,PNC Park,day,N
824517,2026,2026-05-14,113,Cincinnati Reds,120,Washington Nationals,15,1,695505.0,656492.0,2602,Great American Ball Park,day,N
823630,2026,2026-05-14,121,New York Mets,116,Detroit Tigers,9,4,690997.0,672456.0,3289,Citi Field,day,N
823709,2026,2026-05-14,142,Minnesota Twins,146,Miami Marlins,9,1,805673.0,666129.0,3312,Target Field,day,N
823789,2026,2026-05-14,158,Milwaukee Brewers,135,San Diego Padres,7,1,690986.0,656288.0,32,American Family Field,day,N
824196,2026,2026-05-14,117,Houston Astros,136,Seattle Mariners,3,8,681347.0,622491.0,2392,Daikin Park,day,N
825008,2026,2026-05-14,133,Athletics,138,St. Louis Cardinals,4,5,682052.0,700241.0,2529,Sutter Health Park,day,N
824762,2026,2026-05-14,111,Boston Red Sox,143,Philadelphia Phillies,1,3,624133.0,666200.0,3,Fenway Park,night,N
824926,2026,2026-05-14,144,Atlanta Braves,112,Chicago Cubs,0,2,519242.0,676962.0,4705,Truist Park,night,N
824602,2026,2026-05-14,145,Chicago White Sox,118,Kansas City Royals,6,2,641743.0,663460.0,4,Rate Field,night,N
823950,2026,2026-05-14,119,Los Angeles Dodgers,137,San Francisco Giants,5,2,686218.0,694738.0,22,UNIQLO Field at Dodger Stadium,night,N
823384,2026,2026-05-15,134,Pittsburgh Pirates,143,Philadelphia Phillies,9,11,677952.0,605400.0,31,PNC Park,night,N
822739,2026,2026-05-15,120,Washington Nationals,110,Baltimore Orioles,3,2,641793.0,669358.0,3309,Nationals Park,night,N
824280,2026,2026-05-15,116,Detroit Tigers,141,Toronto Blue Jays,3,2,669724.0,702056.0,2394,Comerica Park,night,N
824439,2026,2026-05-15,114,Cleveland Guardians,113,Cincinnati Reds,6,7,676440.0,671096.0,5,Progressive Field,night,N
822983,2026,2026-05-15,139,Tampa Bay Rays,146,Miami Marlins,7,2,693855.0,676083.0,12,Tropicana Field,night,N
823707,2026,2026-05-15,142,Minnesota Twins,158,Milwaukee Brewers,2,3,657746.0,689441.0,3312,Target Field,night,N
824925,2026,2026-05-15,144,Atlanta Braves,111,Boston Red Sox,3,2,675911.0,813349.0,4705,Truist Park,night,N
823629,2026,2026-05-15,121,New York Mets,147,New York Yankees,2,5,605280.0,693645.0,3289,Citi Field,night,N
824601,2026,2026-05-15,145,Chicago White Sox,112,Chicago Cubs,5,10,680732.0,665795.0,4,Rate Field,night,N
824194,2026,2026-05-15,117,Houston Astros,140,Texas Rangers,2,0,681293.0,683004.0,2392,Daikin Park,night,N
823061,2026,2026-05-15,138,St. Louis Cardinals,118,Kansas City Royals,5,4,669160.0,608379.0,2889,Busch Stadium,night,N
824360,2026,2026-05-15,115,Colorado Rockies,109,Arizona Diamondbacks,1,9,607536.0,518876.0,19,Coors Field,night,N
824037,2026,2026-05-15,108,Los Angeles Angels,119,Los Angeles Dodgers,0,6,686799.0,694361.0,1,Angel Stadium,night,N
823140,2026,2026-05-15,136,Seattle Mariners,135,San Diego Padres,0,2,676106.0,681190.0,680,T-Mobile Park,night,N
825009,2026,2026-05-15,133,Athletics,137,San Francisco Giants,5,2,650644.0,641816.0,2529,Sutter Health Park,night,N
824278,2026,2026-05-16,116,Detroit Tigers,141,Toronto Blue Jays,1,2,663554.0,689254.0,2394,Comerica Park,day,N
823060,2026,2026-05-16,138,St. Louis Cardinals,118,Kansas City Royals,4,2,681517.0,702070.0,2889,Busch Stadium,day,N
824359,2026,2026-05-16,115,Colorado Rockies,109,Arizona Diamondbacks,4,2,608372.0,593958.0,19,Coors Field,day,N
822737,2026,2026-05-16,120,Washington Nationals,110,Baltimore Orioles,13,3,676917.0,605135.0,3309,Nationals Park,day,N
823382,2026,2026-05-16,134,Pittsburgh Pirates,143,Philadelphia Phillies,0,6,696149.0,650911.0,31,PNC Park,day,N
822981,2026,2026-05-16,139,Tampa Bay Rays,146,Miami Marlins,5,10,607259.0,645261.0,12,Tropicana Field,day,N
824435,2026,2026-05-16,114,Cleveland Guardians,113,Cincinnati Reds,7,4,676282.0,663978.0,5,Progressive Field,night,N
824193,2026,2026-05-16,117,Houston Astros,140,Texas Rangers,4,1,678906.0,594798.0,2392,Daikin Park,night,N
824600,2026,2026-05-16,145,Chicago White Sox,112,Chicago Cubs,8,3,663436.0,592791.0,4,Rate Field,night,N
823706,2026,2026-05-16,142,Minnesota Twins,158,Milwaukee Brewers,1,2,687570.0,701656.0,3312,Target Field,night,N
823139,2026,2026-05-16,136,Seattle Mariners,135,San Diego Padres,4,7,669302.0,621111.0,680,T-Mobile Park,day,N
824924,2026,2026-05-16,144,Atlanta Braves,111,Boston Red Sox,2,3,693821.0,801139.0,4705,Truist Park,night,N
823627,2026,2026-05-16,121,New York Mets,147,New York Yankees,6,3,623211.0,607074.0,3289,Citi Field,night,N
824038,2026,2026-05-16,108,Los Angeles Angels,119,Los Angeles Dodgers,2,15,667755.0,680736.0,1,Angel Stadium,night,N
825007,2026,2026-05-16,133,Athletics,137,San Francisco Giants,4,6,622663.0,686790.0,2529,Sutter Health Park,night,N
822982,2026,2026-05-17,139,Tampa Bay Rays,146,Miami Marlins,6,3,656876.0,691587.0,12,Tropicana Field,day,N
822738,2026,2026-05-17,120,Washington Nationals,110,Baltimore Orioles,3,7,663992.0,687064.0,3309,Nationals Park,day,N
823381,2026,2026-05-17,134,Pittsburgh Pirates,143,Philadelphia Phillies,0,6,694973.0,554430.0,31,PNC Park,day,N
824923,2026,2026-05-17,144,Atlanta Braves,111,Boston Red Sox,8,1,656550.0,678394.0,4705,Truist Park,day,N
824436,2026,2026-05-17,114,Cleveland Guardians,113,Cincinnati Reds,10,3,668909.0,663903.0,5,Progressive Field,day,N
824279,2026,2026-05-17,116,Detroit Tigers,141,Toronto Blue Jays,1,4,656427.0,592332.0,2394,Comerica Park,day,N
823628,2026,2026-05-17,121,New York Mets,147,New York Yankees,7,6,642547.0,695684.0,3289,Citi Field,day,N
824192,2026,2026-05-17,117,Houston Astros,140,Texas Rangers,0,8,663567.0,543135.0,2392,Daikin Park,day,N
824599,2026,2026-05-17,145,Chicago White Sox,112,Chicago Cubs,9,8,607200.0,607067.0,4,Rate Field,day,N
823708,2026,2026-05-17,142,Minnesota Twins,158,Milwaukee Brewers,5,4,641927.0,688107.0,3312,Target Field,day,N
823058,2026,2026-05-17,138,St. Louis Cardinals,118,Kansas City Royals,0,2,669467.0,663568.0,2889,Busch Stadium,day,N
824358,2026,2026-05-17,115,Colorado Rockies,109,Arizona Diamondbacks,6,8,547179.0,647336.0,19,Coors Field,day,N
825006,2026,2026-05-17,133,Athletics,137,San Francisco Giants,1,10,605488.0,605288.0,2529,Sutter Health Park,day,N
824034,2026,2026-05-17,108,Los Angeles Angels,119,Los Angeles Dodgers,1,10,680570.0,808963.0,1,Angel Stadium,day,N
823138,2026,2026-05-17,136,Seattle Mariners,135,San Diego Padres,3,8,669923.0,608337.0,680,T-Mobile Park,day,N
824277,2026,2026-05-18,116,Detroit Tigers,114,Cleveland Guardians,2,8,664285.0,677944.0,2394,Comerica Park,night,N
822980,2026,2026-05-18,139,Tampa Bay Rays,110,Baltimore Orioles,16,6,663556.0,669432.0,12,Tropicana Field,night,N
823465,2026,2026-05-18,143,Philadelphia Phillies,113,Cincinnati Reds,5,4,691725.0,666157.0,2681,Citizens Bank Park,night,N
823867,2026,2026-05-18,146,Miami Marlins,144,Atlanta Braves,12,0,676974.0,702275.0,4169,loanDepot park,night,N
822734,2026,2026-05-18,120,Washington Nationals,121,New York Mets,7,16,663623.0,681035.0,3309,Nationals Park,night,N
823549,2026,2026-05-18,147,New York Yankees,141,Toronto Blue Jays,7,6,677960.0,571578.0,3313,Yankee Stadium,night,N
824114,2026,2026-05-18,118,Kansas City Royals,111,Boston Red Sox,1,3,607625.0,543243.0,7,Kauffman Stadium,night,N
823705,2026,2026-05-18,142,Minnesota Twins,117,Houston Astros,6,3,696070.0,837227.0,3312,Target Field,night,N
824680,2026,2026-05-18,112,Chicago Cubs,158,Milwaukee Brewers,3,9,684007.0,687075.0,17,Wrigley Field,night,N
824357,2026,2026-05-18,115,Colorado Rockies,140,Texas Rangers,7,6,500779.0,669022.0,19,Coors Field,night,N
824035,2026,2026-05-18,108,Los Angeles Angels,133,Athletics,2,1,700712.0,669372.0,1,Angel Stadium,night,N
823301,2026,2026-05-18,135,San Diego Padres,119,Los Angeles Dodgers,1,0,650633.0,808967.0,2680,Petco Park,night,N
825087,2026,2026-05-18,109,Arizona Diamondbacks,137,San Francisco Giants,12,2,668678.0,592662.0,15,Chase Field,night,N
823137,2026,2026-05-18,136,Seattle Mariners,145,Chicago White Sox,6,1,693433.0,702273.0,680,T-Mobile Park,night,N
823865,2026,2026-05-19,146,Miami Marlins,144,Atlanta Braves,4,8,666129.0,527048.0,4169,loanDepot park,day,N
824276,2026,2026-05-19,116,Detroit Tigers,114,Cleveland Guardians,3,4,672456.0,800048.0,2394,Comerica Park,night,N
822979,2026,2026-05-19,139,Tampa Bay Rays,110,Baltimore Orioles,4,1,643377.0,680694.0,12,Tropicana Field,night,N
823464,2026,2026-05-19,143,Philadelphia Phillies,113,Cincinnati Reds,1,4,666200.0,695505.0,2681,Citizens Bank Park,night,N
822736,2026,2026-05-19,120,Washington Nationals,121,New York Mets,9,6,656492.0,690997.0,3309,Nationals Park,night,N
823548,2026,2026-05-19,147,New York Yankees,141,Toronto Blue Jays,5,4,701542.0,656302.0,3313,Yankee Stadium,night,N
824112,2026,2026-05-19,118,Kansas City Royals,111,Boston Red Sox,1,7,663559.0,624133.0,7,Kauffman Stadium,night,N
823704,2026,2026-05-19,142,Minnesota Twins,117,Houston Astros,1,2,805673.0,669920.0,3312,Target Field,night,N
824677,2026,2026-05-19,112,Chicago Cubs,158,Milwaukee Brewers,2,5,676962.0,694819.0,17,Wrigley Field,night,N
823059,2026,2026-05-19,138,St. Louis Cardinals,134,Pittsburgh Pirates,9,6,669461.0,656605.0,2889,Busch Stadium,night,N
824356,2026,2026-05-19,115,Colorado Rockies,140,Texas Rangers,0,10,671111.0,641302.0,19,Coors Field,night,N
824033,2026,2026-05-19,108,Los Angeles Angels,133,Athletics,6,14,672282.0,682052.0,1,Angel Stadium,night,N
823302,2026,2026-05-19,135,San Diego Padres,119,Los Angeles Dodgers,4,5,656288.0,686218.0,2680,Petco Park,night,N
825086,2026,2026-05-19,109,Arizona Diamondbacks,137,San Francisco Giants,5,3,669194.0,694738.0,15,Chase Field,night,N
823136,2026,2026-05-19,136,Seattle Mariners,145,Chicago White Sox,1,2,682243.0,641743.0,680,T-Mobile Park,night,N
823462,2026,2026-05-20,143,Philadelphia Phillies,113,Cincinnati Reds,4,9,605400.0,671096.0,2681,Citizens Bank Park,day,N
822977,2026,2026-05-20,139,Tampa Bay Rays,110,Baltimore Orioles,5,3,571927.0,669358.0,12,Tropicana Field,day,N
823703,2026,2026-05-20,142,Minnesota Twins,117,Houston Astros,4,1,657746.0,681347.0,3312,Target Field,day,N
824355,2026,2026-05-20,115,Colorado Rockies,140,Texas Rangers,4,5,607536.0,683004.0,19,Coors Field,day,N
825084,2026,2026-05-20,109,Arizona Diamondbacks,137,San Francisco Giants,6,3,518876.0,641816.0,15,Chase Field,day,N
823134,2026,2026-05-20,136,Seattle Mariners,145,Chicago White Sox,5,4,676106.0,680732.0,680,T-Mobile Park,day,N
824273,2026,2026-05-20,116,Detroit Tigers,114,Cleveland Guardians,2,3,,676440.0,2394,Comerica Park,night,N
823866,2026,2026-05-20,146,Miami Marlins,144,Atlanta Braves,1,9,676083.0,519242.0,4169,loanDepot park,night,N
822735,2026,2026-05-20,120,Washington Nationals,121,New York Mets,8,4,641793.0,804267.0,3309,Nationals Park,night,N
823547,2026,2026-05-20,147,New York Yankees,141,Toronto Blue Jays,1,2,693645.0,702056.0,3313,Yankee Stadium,night,N
824111,2026,2026-05-20,118,Kansas City Royals,111,Boston Red Sox,3,4,608379.0,813349.0,7,Kauffman Stadium,night,N
824678,2026,2026-05-20,112,Chicago Cubs,158,Milwaukee Brewers,0,5,665795.0,690986.0,17,Wrigley Field,night,N
823057,2026,2026-05-20,138,St. Louis Cardinals,134,Pittsburgh Pirates,0,7,700241.0,669387.0,2889,Busch Stadium,night,N
