game_pk,season,official_date,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,home_probable_pitcher_id,away_probable_pitcher_id,venue_id,venue_name,day_night,doubleheader
823299,2026,2026-05-20,135,San Diego Padres,119,Los Angeles Dodgers,0,4,681190.0,660271.0,2680,Petco Park,night,N
824032,2026,2026-05-20,108,Los Angeles Angels,133,Athletics,5,6,686799.0,650644.0,1,Angel Stadium,night,N
824274,2026,2026-05-21,116,Detroit Tigers,114,Cleveland Guardians,1,3,663554.0,676282.0,2394,Comerica Park,day,N
823056,2026,2026-05-21,138,St. Louis Cardinals,134,Pittsburgh Pirates,2,6,669160.0,677952.0,2889,Busch Stadium,day,N
822733,2026,2026-05-21,120,Washington Nationals,121,New York Mets,1,2,676917.0,656849.0,3309,Nationals Park,day,N
823864,2026,2026-05-21,146,Miami Marlins,144,Atlanta Braves,3,9,645261.0,675911.0,4169,loanDepot park,night,N
823545,2026,2026-05-21,147,New York Yankees,141,Toronto Blue Jays,0,2,607074.0,680755.0,3313,Yankee Stadium,night,N
824031,2026,2026-05-21,108,Los Angeles Angels,133,Athletics,2,3,667755.0,622663.0,1,Angel Stadium,night,N
825083,2026,2026-05-21,109,Arizona Diamondbacks,115,Colorado Rockies,2,1,593958.0,688642.0,15,Chase Field,night,N
824679,2026,2026-05-22,112,Chicago Cubs,117,Houston Astros,2,4,592791.0,681293.0,17,Wrigley Field,day,N
823461,2026,2026-05-22,143,Philadelphia Phillies,114,Cleveland Guardians,0,1,650911.0,668909.0,2681,Citizens Bank Park,night,N
823546,2026,2026-05-22,147,New York Yankees,139,Tampa Bay Rays,2,4,543037.0,607259.0,3313,Yankee Stadium,night,N
822816,2026,2026-05-22,141,Toronto Blue Jays,134,Pittsburgh Pirates,6,2,592332.0,696149.0,14,Rogers Centre,night,N
824761,2026,2026-05-22,111,Boston Red Sox,142,Minnesota Twins,6,8,801139.0,687570.0,3,Fenway Park,night,N
823863,2026,2026-05-22,146,Miami Marlins,121,New York Mets,2,1,691587.0,668964.0,4169,loanDepot park,night,N
824842,2026,2026-05-22,110,Baltimore Orioles,116,Detroit Tigers,7,4,669211.0,656427.0,2,Oriole Park at Camden Yards,night,N
824922,2026,2026-05-22,144,Atlanta Braves,120,Washington Nationals,5,4,693821.0,663992.0,4705,Truist Park,night,N
824110,2026,2026-05-22,118,Kansas City Royals,136,Seattle Mariners,0,2,702070.0,669302.0,7,Kauffman Stadium,night,N
823788,2026,2026-05-22,158,Milwaukee Brewers,119,Los Angeles Dodgers,5,1,701656.0,680736.0,32,American Family Field,night,N
824029,2026,2026-05-22,108,Los Angeles Angels,140,Texas Rangers,9,6,680570.0,594798.0,1,Angel Stadium,night,N
825082,2026,2026-05-22,109,Arizona Diamondbacks,115,Colorado Rockies,2,3,647336.0,608372.0,15,Chase Field,night,N
823298,2026,2026-05-22,135,San Diego Padres,133,Athletics,7,3,621111.0,605488.0,2680,Petco Park,night,N
823223,2026,2026-05-22,137,San Francisco Giants,145,Chicago White Sox,4,9,686790.0,663436.0,2395,Oracle Park,night,N
824518,2026,2026-05-23,113,Cincinnati Reds,138,St. Louis Cardinals,1,8,663978.0,669467.0,2602,Great American Ball Park,day,S
824516,2026,2026-05-23,113,Cincinnati Reds,138,St. Louis Cardinals,7,6,695534.0,681517.0,2602,Great American Ball Park,night,S
824674,2026,2026-05-23,112,Chicago Cubs,117,Houston Astros,0,3,607067.0,678906.0,17,Wrigley Field,day,N
822814,2026,2026-05-23,141,Toronto Blue Jays,134,Pittsburgh Pirates,5,2,571578.0,694973.0,14,Rogers Centre,day,N
823458,2026,2026-05-23,143,Philadelphia Phillies,114,Cleveland Guardians,3,0,554430.0,677944.0,2681,Citizens Bank Park,day,N
823222,2026,2026-05-23,137,San Francisco Giants,145,Chicago White Sox,10,3,605288.0,663542.0,2395,Oracle Park,day,N
824109,2026,2026-05-23,118,Kansas City Royals,136,Seattle Mariners,5,0,663568.0,669923.0,7,Kauffman Stadium,day,N
824760,2026,2026-05-23,111,Boston Red Sox,142,Minnesota Twins,2,4,663558.0,671737.0,3,Fenway Park,day,N
824920,2026,2026-05-23,144,Atlanta Braves,120,Washington Nationals,0,2,656550.0,663623.0,4705,Truist Park,day,N
823862,2026,2026-05-23,146,Miami Marlins,121,New York Mets,4,1,676974.0,642547.0,4169,loanDepot park,day,N
823787,2026,2026-05-23,158,Milwaukee Brewers,119,Los Angeles Dodgers,3,11,688107.0,808963.0,32,American Family Field,night,N
823300,2026,2026-05-23,135,San Diego Padres,133,Athletics,2,0,608337.0,669372.0,2680,Petco Park,night,N
824030,2026,2026-05-23,108,Los Angeles Angels,140,Texas Rangers,5,2,700712.0,543135.0,1,Angel Stadium,night,N
825080,2026,2026-05-23,109,Arizona Diamondbacks,115,Colorado Rockies,5,4,668678.0,547179.0,15,Chase Field,night,N
822813,2026,2026-05-24,141,Toronto Blue Jays,134,Pittsburgh Pirates,1,4,656302.0,656605.0,14,Rogers Centre,day,N
824839,2026,2026-05-24,110,Baltimore Orioles,116,Detroit Tigers,5,3,687064.0,664285.0,2,Oriole Park at Camden Yards,day,S
824840,2026,2026-05-24,110,Baltimore Orioles,116,Detroit Tigers,1,4,669432.0,675512.0,2,Oriole Park at Camden Yards,night,S
824759,2026,2026-05-24,111,Boston Red Sox,142,Minnesota Twins,5,6,543243.0,641927.0,3,Fenway Park,day,N
823459,2026,2026-05-24,143,Philadelphia Phillies,114,Cleveland Guardians,1,3,691725.0,800048.0,2681,Citizens Bank Park,day,N
823544,2026,2026-05-24,147,New York Yankees,139,Tampa Bay Rays,2,0,677960.0,656876.0,3313,Yankee Stadium,day,N
823861,2026,2026-05-24,146,Miami Marlins,121,New York Mets,4,0,663969.0,681035.0,4169,loanDepot park,day,N
824108,2026,2026-05-24,118,Kansas City Royals,136,Seattle Mariners,8,6,607625.0,693433.0,7,Kauffman Stadium,day,N
823786,2026,2026-05-24,158,Milwaukee Brewers,119,Los Angeles Dodgers,1,5,687075.0,808967.0,32,American Family Field,day,N
824676,2026,2026-05-24,112,Chicago Cubs,117,Houston Astros,5,8,684007.0,663567.0,17,Wrigley Field,day,N
823220,2026,2026-05-24,137,San Francisco Giants,145,Chicago White Sox,8,5,592662.0,702273.0,2395,Oracle Park,day,N
825081,2026,2026-05-24,109,Arizona Diamondbacks,115,Colorado Rockies,9,1,669194.0,500779.0,15,Chase Field,day,N
823297,2026,2026-05-24,135,San Diego Padres,133,Athletics,2,5,650633.0,665622.0,2680,Petco Park,day,N
824921,2026,2026-05-24,144,Atlanta Braves,120,Washington Nationals,1,2,527048.0,656492.0,4705,Truist Park,day,N
824028,2026,2026-05-24,108,Los Angeles Angels,140,Texas Rangers,2,1,672282.0,669022.0,1,Angel Stadium,day,N
823380,2026,2026-05-25,134,Pittsburgh Pirates,112,Chicago Cubs,2,1,669387.0,676962.0,31,PNC Park,day,N
824838,2026,2026-05-25,110,Baltimore Orioles,139,Tampa Bay Rays,9,7,680694.0,663556.0,2,Oriole Park at Camden Yards,day,N
824598,2026,2026-05-25,145,Chicago White Sox,142,Minnesota Twins,3,1,641743.0,805673.0,4,Rate Field,day,N
823784,2026,2026-05-25,158,Milwaukee Brewers,138,St. Louis Cardinals,5,1,694819.0,669461.0,32,American Family Field,day,N
824107,2026,2026-05-25,118,Kansas City Royals,147,New York Yankees,3,4,608379.0,701542.0,7,Kauffman Stadium,day,N
823625,2026,2026-05-25,121,New York Mets,113,Cincinnati Reds,2,7,690997.0,666157.0,3289,Citi Field,day,N
823219,2026,2026-05-25,137,San Francisco Giants,109,Arizona Diamondbacks,2,6,694738.0,518876.0,2395,Oracle Park,day,N
824437,2026,2026-05-25,114,Cleveland Guardians,120,Washington Nationals,2,10,676440.0,676571.0,5,Progressive Field,night,N
823296,2026,2026-05-25,135,San Diego Padres,143,Philadelphia Phillies,0,3,656288.0,666200.0,2680,Petco Park,day,N
822899,2026,2026-05-25,140,Texas Rangers,117,Houston Astros,0,9,677958.0,837227.0,5325,Globe Life Field,night,N
822812,2026,2026-05-25,141,Toronto Blue Jays,146,Miami Marlins,2,8,702056.0,676083.0,14,Rogers Centre,night,N
823948,2026,2026-05-25,119,Los Angeles Dodgers,115,Colorado Rockies,5,3,686218.0,685299.0,22,UNIQLO Field at Dodger Stadium,night,N
825005,2026,2026-05-25,133,Athletics,136,Seattle Mariners,2,9,650644.0,622491.0,2529,Sutter Health Park,night,N
824434,2026,2026-05-26,114,Cleveland Guardians,120,Washington Nationals,3,6,676282.0,676917.0,5,Progressive Field,night,N
824837,2026,2026-05-26,110,Baltimore Orioles,139,Tampa Bay Rays,6,1,669358.0,643377.0,2,Oriole Park at Camden Yards,night,N
824275,2026,2026-05-26,116,Detroit Tigers,108,Los Angeles Angels,6,10,672456.0,686799.0,2394,Comerica Park,night,N
823379,2026,2026-05-26,134,Pittsburgh Pirates,112,Chicago Cubs,12,1,656605.0,696136.0,31,PNC Park,night,N
824758,2026,2026-05-26,111,Boston Red Sox,144,Atlanta Braves,6,7,624133.0,675911.0,3,Fenway Park,night,N
822811,2026,2026-05-26,141,Toronto Blue Jays,146,Miami Marlins,8,1,680755.0,645261.0,14,Rogers Centre,night,N
823624,2026,2026-05-26,121,New York Mets,113,Cincinnati Reds,2,7,656849.0,695505.0,3289,Citi Field,night,N
824597,2026,2026-05-26,145,Chicago White Sox,142,Minnesota Twins,3,5,680732.0,657746.0,4,Rate Field,night,N
824106,2026,2026-05-26,118,Kansas City Royals,147,New York Yankees,1,15,663559.0,693645.0,7,Kauffman Stadium,night,N
823785,2026,2026-05-26,158,Milwaukee Brewers,138,St. Louis Cardinals,6,0,690986.0,700241.0,32,American Family Field,night,N
822898,2026,2026-05-26,140,Texas Rangers,117,Houston Astros,10,7,683004.0,669920.0,5325,Globe Life Field,night,N
825004,2026,2026-05-26,133,Athletics,136,Seattle Mariners,1,4,695611.0,676106.0,2529,Sutter Health Park,night,N
823294,2026,2026-05-26,135,San Diego Padres,143,Philadelphia Phillies,3,4,681190.0,605400.0,2680,Petco Park,night,N
823216,2026,2026-05-26,137,San Francisco Giants,109,Arizona Diamondbacks,5,7,641816.0,593958.0,2395,Oracle Park,night,N
823949,2026,2026-05-26,119,Los Angeles Dodgers,115,Colorado Rockies,15,6,641778.0,607536.0,22,UNIQLO Field at Dodger Stadium,night,N
822809,2026,2026-05-27,141,Toronto Blue Jays,146,Miami Marlins,2,1,592332.0,691587.0,14,Rogers Centre,day,N
824432,2026,2026-05-27,114,Cleveland Guardians,120,Washington Nationals,3,2,668909.0,676571.0,5,Progressive Field,day,N
823783,2026,2026-05-27,158,Milwaukee Brewers,138,St. Louis Cardinals,2,1,694477.0,669160.0,32,American Family Field,day,N
825003,2026,2026-05-27,133,Athletics,136,Seattle Mariners,1,9,605488.0,669302.0,2529,Sutter Health Park,day,N
823217,2026,2026-05-27,137,San Francisco Giants,109,Arizona Diamondbacks,2,3,686790.0,647336.0,2395,Oracle Park,day,N
823295,2026,2026-05-27,135,San Diego Padres,143,Philadelphia Phillies,0,3,621111.0,650911.0,2680,Petco Park,day,N
824836,2026,2026-05-27,110,Baltimore Orioles,139,Tampa Bay Rays,11,2,694346.0,571927.0,2,Oriole Park at Camden Yards,night,N
824270,2026,2026-05-27,116,Detroit Tigers,108,Los Angeles Angels,4,0,663554.0,667755.0,2394,Comerica Park,night,N
823376,2026,2026-05-27,134,Pittsburgh Pirates,112,Chicago Cubs,4,10,677952.0,592791.0,31,PNC Park,night,N
824756,2026,2026-05-27,111,Boston Red Sox,144,Atlanta Braves,8,0,813349.0,693821.0,3,Fenway Park,night,N
823626,2026,2026-05-27,121,New York Mets,113,Cincinnati Reds,4,2,623211.0,671096.0,3289,Citi Field,night,N
824596,2026,2026-05-27,145,Chicago White Sox,142,Minnesota Twins,15,2,689818.0,687570.0,4,Rate Field,night,N
824104,2026,2026-05-27,118,Kansas City Royals,147,New York Yankees,0,7,702070.0,543037.0,7,Kauffman Stadium,night,N
822897,2026,2026-05-27,140,Texas Rangers,117,Houston Astros,3,4,594798.0,681347.0,5325,Globe Life Field,night,N
823947,2026,2026-05-27,119,Los Angeles Dodgers,115,Colorado Rockies,4,1,660271.0,608372.0,22,UNIQLO Field at Dodger Stadium,night,N
824272,2026,2026-05-28,116,Detroit Tigers,108,Los Angeles Angels,1,7,656427.0,680570.0,2394,Comerica Park,day,N
824595,2026,2026-05-28,145,Chicago White Sox,142,Minnesota Twins,6,2,663436.0,680573.0,4,Rate Field,day,N
824757,2026,2026-05-28,111,Boston Red Sox,144,Atlanta Braves,2,10,801139.0,519242.0,3,Fenway Park,day,N
824834,2026,2026-05-28,110,Baltimore Orioles,141,Toronto Blue Jays,1,2,605135.0,571578.0,2,Oriole Park at Camden Yards,night,N
823378,2026,2026-05-28,134,Pittsburgh Pirates,112,Chicago Cubs,2,7,694973.0,607067.0,31,PNC Park,night,N
822896,2026,2026-05-28,140,Texas Rangers,117,Houston Astros,1,5,543135.0,681293.0,5325,Globe Life Field,night,N
824515,2026,2026-05-29,113,Cincinnati Reds,144,Atlanta Braves,3,8,663978.0,656550.0,2602,Great American Ball Park,night,N
822732,2026,2026-05-29,120,Washington Nationals,135,San Diego Padres,5,7,687606.0,608337.0,3309,Nationals Park,night,N
823377,2026,2026-05-29,134,Pittsburgh Pirates,142,Minnesota Twins,6,5,683003.0,671737.0,31,PNC Park,night,N
824835,2026,2026-05-29,110,Baltimore Orioles,141,Toronto Blue Jays,5,6,669432.0,671936.0,2,Oriole Park at Camden Yards,night,N
824433,2026,2026-05-29,114,Cleveland Guardians,111,Boston Red Sox,4,3,677944.0,701719.0,5,Progressive Field,night,N
822978,2026,2026-05-29,139,Tampa Bay Rays,108,Los Angeles Angels,8,5,607259.0,700712.0,12,Tropicana Field,night,N
823623,2026,2026-05-29,121,New York Mets,146,Miami Marlins,9,7,642547.0,676974.0,3289,Citi Field,night,N
823055,2026,2026-05-29,138,St. Louis Cardinals,112,Chicago Cubs,6,5,669467.0,684007.0,2889,Busch Stadium,night,N
824594,2026,2026-05-29,145,Chicago White Sox,116,Detroit Tigers,4,3,607200.0,675512.0,4,Rate Field,night,N
822894,2026,2026-05-29,140,Texas Rangers,118,Kansas City Royals,9,1,669022.0,663568.0,5325,Globe Life Field,night,N
824191,2026,2026-05-29,117,Houston Astros,158,Milwaukee Brewers,4,5,678906.0,689441.0,2392,Daikin Park,night,N
824353,2026,2026-05-29,115,Colorado Rockies,137,San Francisco Giants,8,6,547179.0,657277.0,19,Coors Field,night,N
825002,2026,2026-05-29,133,Athletics,147,New York Yankees,2,8,622663.0,607074.0,2529,Sutter Health Park,night,N
823135,2026,2026-05-29,136,Seattle Mariners,109,Arizona Diamondbacks,7,6,669923.0,668678.0,680,T-Mobile Park,night,N
823946,2026,2026-05-29,119,Los Angeles Dodgers,143,Philadelphia Phillies,4,2,680736.0,554430.0,22,UNIQLO Field at Dodger Stadium,night,N
824593,2026,2026-05-30,145,Chicago White Sox,116,Detroit Tigers,7,1,641743.0,664285.0,4,Rate Field,day,N
822731,2026,2026-05-30,120,Washington Nationals,135,San Diego Padres,9,4,656492.0,650633.0,3309,Nationals Park,day,N
822893,2026,2026-05-30,140,Texas Rangers,118,Kansas City Royals,7,6,677958.0,607625.0,5325,Globe Life Field,day,N
824833,2026,2026-05-30,110,Baltimore Orioles,141,Toronto Blue Jays,6,5,687064.0,702056.0,2,Oriole Park at Camden Yards,day,N
823375,2026,2026-05-30,134,Pittsburgh Pirates,142,Minnesota Twins,10,9,656605.0,641927.0,31,PNC Park,day,N
824431,2026,2026-05-30,114,Cleveland Guardians,111,Boston Red Sox,1,9,800048.0,543243.0,5,Progressive Field,day,N
822975,2026,2026-05-30,139,Tampa Bay Rays,108,Los Angeles Angels,3,14,656876.0,672282.0,12,Tropicana Field,day,N
823622,2026,2026-05-30,121,New York Mets,146,Miami Marlins,6,1,681035.0,663969.0,3289,Citi Field,day,N
824190,2026,2026-05-30,117,Houston Astros,158,Milwaukee Brewers,9,2,663567.0,687075.0,2392,Daikin Park,day,N
823054,2026,2026-05-30,138,St. Louis Cardinals,112,Chicago Cubs,1,6,681517.0,676962.0,2889,Busch Stadium,night,N
824513,2026,2026-05-30,113,Cincinnati Reds,144,Atlanta Braves,2,5,663903.0,527048.0,2602,Great American Ball Park,night,N
824352,2026,2026-05-30,115,Colorado Rockies,137,San Francisco Giants,8,3,663372.0,605288.0,19,Coors Field,night,N
825000,2026,2026-05-30,133,Athletics,147,New York Yankees,6,4,669372.0,677960.0,2529,Sutter Health Park,night,N
823132,2026,2026-05-30,136,Seattle Mariners,109,Arizona Diamondbacks,5,1,693433.0,669194.0,680,T-Mobile Park,night,N
823945,2026,2026-05-30,119,Los Angeles Dodgers,143,Philadelphia Phillies,3,4,808963.0,666200.0,22,UNIQLO Field at Dodger Stadium,night,N
824832,2026,2026-05-31,110,Baltimore Orioles,141,Toronto Blue Jays,9,5,680694.0,693686.0,2,Oriole Park at Camden Yards,day,N
822729,2026,2026-05-31,120,Washington Nationals,135,San Diego Padres,4,2,641793.0,656288.0,3309,Nationals Park,day,N
823373,2026,2026-05-31,134,Pittsburgh Pirates,142,Minnesota Twins,9,3,677952.0,805673.0,31,PNC Park,day,N
824430,2026,2026-05-31,114,Cleveland Guardians,111,Boston Red Sox,4,9,676440.0,624133.0,5,Progressive Field,day,N
822976,2026,2026-05-31,139,Tampa Bay Rays,108,Los Angeles Angels,5,2,663556.0,686799.0,12,Tropicana Field,day,N
824512,2026,2026-05-31,113,Cincinnati Reds,144,Atlanta Braves,6,4,666157.0,675911.0,2602,Great American Ball Park,day,N
823621,2026,2026-05-31,121,New York Mets,146,Miami Marlins,10,1,690997.0,667463.0,3289,Citi Field,day,N
824592,2026,2026-05-31,145,Chicago White Sox,116,Detroit Tigers,2,1,680732.0,672456.0,4,Rate Field,day,N
824187,2026,2026-05-31,117,Houston Astros,158,Milwaukee Brewers,0,2,837227.0,694819.0,2392,Daikin Park,day,N
822895,2026,2026-05-31,140,Texas Rangers,118,Kansas City Royals,6,3,683004.0,608379.0,5325,Globe Life Field,day,N
824354,2026,2026-05-31,115,Colorado Rockies,137,San Francisco Giants,6,19,685299.0,592662.0,19,Coors Field,day,N
825001,2026,2026-05-31,133,Athletics,147,New York Yankees,8,13,682052.0,701542.0,2529,Sutter Health Park,day,N
823133,2026,2026-05-31,136,Seattle Mariners,109,Arizona Diamondbacks,3,2,682243.0,518876.0,680,T-Mobile Park,day,N
823944,2026,2026-05-31,119,Los Angeles Dodgers,143,Philadelphia Phillies,9,1,808967.0,691725.0,22,UNIQLO Field at Dodger Stadium,day,N
823053,2026,2026-05-31,138,St. Louis Cardinals,112,Chicago Cubs,5,1,669461.0,696136.0,2889,Busch Stadium,night,N
822974,2026,2026-06-01,139,Tampa Bay Rays,116,Detroit Tigers,9,10,643377.0,680744.0,12,Tropicana Field,night,N
822730,2026,2026-06-01,120,Washington Nationals,146,Miami Marlins,3,7,676917.0,645261.0,3309,Nationals Park,night,N
824510,2026,2026-06-01,113,Cincinnati Reds,118,Kansas City Royals,2,9,680689.0,679883.0,2602,Great American Ball Park,night,N
823702,2026,2026-06-01,142,Minnesota Twins,145,Chicago White Sox,9,6,657746.0,689818.0,3312,Target Field,night,N
823781,2026,2026-06-01,158,Milwaukee Brewers,137,San Francisco Giants,16,2,675660.0,694738.0,32,American Family Field,night,N
823050,2026,2026-06-01,138,St. Louis Cardinals,140,Texas Rangers,1,2,700241.0,594798.0,2889,Busch Stadium,night,N
824027,2026,2026-06-01,108,Los Angeles Angels,115,Colorado Rockies,8,9,667755.0,607536.0,1,Angel Stadium,night,N
825078,2026,2026-06-01,109,Arizona Diamondbacks,119,Los Angeles Dodgers,4,1,593958.0,686218.0,15,Chase Field,night,N
823131,2026,2026-06-01,136,Seattle Mariners,121,New York Mets,3,2,676106.0,681810.0,680,T-Mobile Park,night,N
822971,2026,2026-06-02,139,Tampa Bay Rays,116,Detroit Tigers,0,8,571927.0,656427.0,12,Tropicana Field,night,N
823460,2026,2026-06-02,143,Philadelphia Phillies,135,San Diego Padres,3,2,605400.0,681190.0,2681,Citizens Bank Park,night,N
824754,2026,2026-06-02,111,Boston Red Sox,110,Baltimore Orioles,2,4,813349.0,669358.0,3,Fenway Park,night,N
822728,2026,2026-06-02,120,Washington Nationals,146,Miami Marlins,3,7,663992.0,669199.0,3309,Nationals Park,night,N
823541,2026,2026-06-02,147,New York Yankees,114,Cleveland Guardians,4,9,693645.0,676282.0,3313,Yankee Stadium,night,N
824511,2026,2026-06-02,113,Cincinnati Reds,118,Kansas City Royals,4,3,671096.0,702070.0,2602,Great American Ball Park,night,N
824918,2026,2026-06-02,144,Atlanta Braves,141,Toronto Blue Jays,4,3,693821.0,592332.0,4705,Truist Park,night,N
823700,2026,2026-06-02,142,Minnesota Twins,145,Chicago White Sox,6,4,687570.0,663436.0,3312,Target Field,night,N
823782,2026,2026-06-02,158,Milwaukee Brewers,137,San Francisco Giants,8,3,690986.0,686790.0,32,American Family Field,night,N
823052,2026,2026-06-02,138,St. Louis Cardinals,140,Texas Rangers,4,7,669160.0,543135.0,2889,Busch Stadium,night,N
824675,2026,2026-06-02,112,Chicago Cubs,133,Athletics,1,2,592791.0,695611.0,17,Wrigley Field,night,N
824189,2026,2026-06-02,117,Houston Astros,134,Pittsburgh Pirates,6,10,681347.0,696149.0,2392,Daikin Park,night,N
824026,2026,2026-06-02,108,Los Angeles Angels,115,Colorado Rockies,2,8,680570.0,608372.0,1,Angel Stadium,night,N
825079,2026,2026-06-02,109,Arizona Diamondbacks,119,Los Angeles Dodgers,5,6,647336.0,641778.0,15,Chase Field,night,N
823129,2026,2026-06-02,136,Seattle Mariners,121,New York Mets,8,3,669302.0,623211.0,680,T-Mobile Park,night,N
822727,2026,2026-06-03,120,Washington Nationals,146,Miami Marlins,1,4,674841.0,676974.0,3309,Nationals Park,day,N
822973,2026,2026-06-03,139,Tampa Bay Rays,116,Detroit Tigers,2,7,607259.0,675512.0,12,Tropicana Field,day,N
823701,2026,2026-06-03,142,Minnesota Twins,145,Chicago White Sox,0,8,671737.0,607200.0,3312,Target Field,day,N
823130,2026,2026-06-03,136,Seattle Mariners,121,New York Mets,1,7,669923.0,642547.0,680,T-Mobile Park,day,N
823456,2026,2026-06-03,143,Philadelphia Phillies,135,San Diego Padres,3,2,650911.0,621111.0,2681,Citizens Bank Park,night,N
824755,2026,2026-06-03,111,Boston Red Sox,110,Baltimore Orioles,8,1,801139.0,605135.0,3,Fenway Park,night,N
823540,2026,2026-06-03,147,New York Yankees,114,Cleveland Guardians,4,5,543037.0,668909.0,3313,Yankee Stadium,night,N
824509,2026,2026-06-03,113,Cincinnati Reds,118,Kansas City Royals,2,5,695505.0,663568.0,2602,Great American Ball Park,night,N
824917,2026,2026-06-03,144,Atlanta Braves,141,Toronto Blue Jays,7,3,656550.0,571578.0,4705,Truist Park,night,N
823780,2026,2026-06-03,158,Milwaukee Brewers,137,San Francisco Giants,0,1,688107.0,657277.0,32,American Family Field,night,N
823051,2026,2026-06-03,138,St. Louis Cardinals,140,Texas Rangers,5,3,669467.0,669022.0,2889,Busch Stadium,night,N
824671,2026,2026-06-03,112,Chicago Cubs,133,Athletics,4,5,607067.0,605488.0,17,Wrigley Field,night,N
824188,2026,2026-06-03,117,Houston Astros,134,Pittsburgh Pirates,11,9,681293.0,694973.0,2392,Daikin Park,night,N
824024,2026,2026-06-03,108,Los Angeles Angels,115,Colorado Rockies,11,4,700712.0,547179.0,1,Angel Stadium,night,N
825077,2026,2026-06-03,109,Arizona Diamondbacks,119,Los Angeles Dodgers,0,7,668678.0,660271.0,15,Chase Field,night,N
823457,2026,2026-06-04,143,Philadelphia Phillies,135,San Diego Padres,6,4,554430.0,608337.0,2681,Citizens Bank Park,day,N
824753,2026,2026-06-04,111,Boston Red Sox,110,Baltimore Orioles,2,8,678394.0,669432.0,3,Fenway Park,day,N
823542,2026,2026-06-04,147,New York Yankees,114,Cleveland Guardians,2,1,607074.0,677944.0,3313,Yankee Stadium,day,N
823779,2026,2026-06-04,158,Milwaukee Brewers,137,San Francisco Giants,9,12,689441.0,605288.0,32,American Family Field,day,N
824919,2026,2026-06-04,144,Atlanta Braves,141,Toronto Blue Jays,2,7,519242.0,689254.0,4705,Truist Park,night,N
823698,2026,2026-06-04,142,Minnesota Twins,118,Kansas City Royals,6,8,702193.0,607625.0,3312,Target Field,night,N
824672,2026,2026-06-04,112,Chicago Cubs,133,Athletics,7,6,684007.0,669372.0,17,Wrigley Field,night,N
824185,2026,2026-06-04,117,Houston Astros,134,Pittsburgh Pirates,1,5,678906.0,683003.0,2392,Daikin Park,night,N
825076,2026,2026-06-04,109,Arizona Diamondbacks,119,Los Angeles Dodgers,3,2,669194.0,680736.0,15,Chase Field,night,N
824673,2026,2026-06-05,112,Chicago Cubs,137,San Francisco Giants,3,18,665795.0,592662.0,17,Wrigley Field,day,N
824271,2026,2026-06-05,116,Detroit Tigers,136,Seattle Mariners,7,3,664285.0,693433.0,2394,Comerica Park,night,N
823455,2026,2026-06-05,143,Philadelphia Phillies,145,Chicago White Sox,8,6,666200.0,641743.0,2681,Citizens Bank Park,night,N
823538,2026,2026-06-05,147,New York Yankees,111,Boston Red Sox,3,5,677960.0,543243.0,3313,Yankee Stadium,night,N
822810,2026,2026-06-05,141,Toronto Blue Jays,110,Baltimore Orioles,3,13,702056.0,687064.0,14,Rogers Centre,night,N
823860,2026,2026-06-05,146,Miami Marlins,139,Tampa Bay Rays,0,6,687473.0,656876.0,4169,loanDepot park,night,N
824914,2026,2026-06-05,144,Atlanta Braves,134,Pittsburgh Pirates,6,3,527048.0,656605.0,4705,Truist Park,night,N
824186,2026,2026-06-05,117,Houston Astros,133,Athletics,5,1,663567.0,678022.0,2392,Daikin Park,night,N
823049,2026,2026-06-05,138,St. Louis Cardinals,113,Cincinnati Reds,10,3,681517.0,663903.0,2889,Busch Stadium,night,N
822892,2026,2026-06-05,140,Texas Rangers,114,Cleveland Guardians,3,2,677958.0,800048.0,5325,Globe Life Field,night,N
823699,2026,2026-06-05,142,Minnesota Twins,118,Kansas City Royals,5,3,805673.0,608379.0,3312,Target Field,night,N
824350,2026,2026-06-05,115,Colorado Rockies,158,Milwaukee Brewers,7,9,663372.0,687075.0,19,Coors Field,night,N
825073,2026,2026-06-05,109,Arizona Diamondbacks,120,Washington Nationals,1,14,518876.0,656492.0,15,Chase Field,night,N
823293,2026,2026-06-05,135,San Diego Padres,121,New York Mets,0,5,650633.0,681035.0,2680,Petco Park,night,N
823943,2026,2026-06-05,119,Los Angeles Dodgers,108,Los Angeles Angels,1,0,808963.0,672282.0,22,UNIQLO Field at Dodger Stadium,night,N
824269,2026,2026-06-06,116,Detroit Tigers,136,Seattle Mariners,0,4,672456.0,682243.0,2394,Comerica Park,day,N
823697,2026,2026-06-06,142,Minnesota Twins,118,Kansas City Royals,2,3,657746.0,679883.0,3312,Target Field,day,N
823048,2026,2026-06-06,138,St. Louis Cardinals,113,Cincinnati Reds,6,5,669461.0,666157.0,2889,Busch Stadium,day,N
824669,2026,2026-06-06,112,Chicago Cubs,137,San Francisco Giants,3,2,676962.0,694738.0,17,Wrigley Field,day,N
822808,2026,2026-06-06,141,Toronto Blue Jays,110,Baltimore Orioles,6,4,680755.0,680694.0,14,Rogers Centre,day,N
823454,2026,2026-06-06,143,Philadelphia Phillies,145,Chicago White Sox,3,6,691725.0,685126.0,2681,Citizens Bank Park,day,N
825075,2026,2026-06-06,109,Arizona Diamondbacks,120,Washington Nationals,1,6,593958.0,641793.0,15,Chase Field,day,N
824184,2026,2026-06-06,117,Houston Astros,133,Athletics,13,2,837227.0,695034.0,2392,Daikin Park,day,N
