game_id,official_date,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,completed,season
401736112,2025-05-16,16,Washington Mystics,20,Atlanta Dream,94,90,True,2025
401736113,2025-05-16,3,Dallas Wings,8,Minnesota Lynx,84,99,True,2025
401736114,2025-05-17,129689,Golden State Valkyries,6,Los Angeles Sparks,67,84,True,2025
401736116,2025-05-17,9,New York Liberty,17,Las Vegas Aces,92,78,True,2025
401736115,2025-05-17,5,Indiana Fever,19,Chicago Sky,93,58,True,2025
401736117,2025-05-18,11,Phoenix Mercury,14,Seattle Storm,81,59,True,2025
401736118,2025-05-18,18,Connecticut Sun,16,Washington Mystics,85,90,True,2025
401736119,2025-05-18,6,Los Angeles Sparks,8,Minnesota Lynx,75,89,True,2025
401736120,2025-05-20,3,Dallas Wings,14,Seattle Storm,71,79,True,2025
401736121,2025-05-20,18,Connecticut Sun,17,Las Vegas Aces,62,87,True,2025
401736122,2025-05-20,5,Indiana Fever,20,Atlanta Dream,90,91,True,2025
401736123,2025-05-22,8,Minnesota Lynx,3,Dallas Wings,85,81,True,2025
401736124,2025-05-22,129689,Golden State Valkyries,16,Washington Mystics,76,74,True,2025
401736125,2025-05-22,11,Phoenix Mercury,6,Los Angeles Sparks,89,86,True,2025
401736126,2025-05-22,20,Atlanta Dream,5,Indiana Fever,76,81,True,2025
401736127,2025-05-23,19,Chicago Sky,9,New York Liberty,74,99,True,2025
401736128,2025-05-23,8,Minnesota Lynx,18,Connecticut Sun,76,70,True,2025
401736129,2025-05-24,17,Las Vegas Aces,16,Washington Mystics,75,72,True,2025
401736130,2025-05-24,6,Los Angeles Sparks,129689,Golden State Valkyries,73,82,True,2025
401736131,2025-05-24,14,Seattle Storm,11,Phoenix Mercury,77,70,True,2025
401736132,2025-05-24,5,Indiana Fever,9,New York Liberty,88,90,True,2025
401736133,2025-05-24,20,Atlanta Dream,3,Dallas Wings,83,75,True,2025
401736134,2025-05-25,20,Atlanta Dream,18,Connecticut Sun,79,55,True,2025
401736135,2025-05-25,6,Los Angeles Sparks,19,Chicago Sky,91,78,True,2025
401736136,2025-05-25,11,Phoenix Mercury,16,Washington Mystics,68,62,True,2025
401736137,2025-05-25,14,Seattle Storm,17,Las Vegas Aces,102,82,True,2025
401736138,2025-05-27,18,Connecticut Sun,3,Dallas Wings,87,109,True,2025
401736139,2025-05-27,9,New York Liberty,129689,Golden State Valkyries,95,67,True,2025
401736140,2025-05-28,8,Minnesota Lynx,14,Seattle Storm,82,77,True,2025
401736141,2025-05-28,6,Los Angeles Sparks,20,Atlanta Dream,82,88,True,2025
401736142,2025-05-28,11,Phoenix Mercury,19,Chicago Sky,94,89,True,2025
401736143,2025-05-28,16,Washington Mystics,5,Indiana Fever,83,77,True,2025
401736144,2025-05-29,9,New York Liberty,129689,Golden State Valkyries,82,77,True,2025
401736145,2025-05-30,19,Chicago Sky,3,Dallas Wings,97,92,True,2025
401736146,2025-05-30,5,Indiana Fever,18,Connecticut Sun,83,85,True,2025
401736147,2025-05-30,16,Washington Mystics,9,New York Liberty,63,85,True,2025
401736148,2025-05-31,17,Las Vegas Aces,6,Los Angeles Sparks,96,81,True,2025
401736149,2025-05-31,11,Phoenix Mercury,8,Minnesota Lynx,71,74,True,2025
401736150,2025-05-31,14,Seattle Storm,20,Atlanta Dream,87,94,True,2025
401736151,2025-06-01,3,Dallas Wings,19,Chicago Sky,83,94,True,2025
401736152,2025-06-01,9,New York Liberty,18,Connecticut Sun,100,52,True,2025
401736153,2025-06-01,6,Los Angeles Sparks,11,Phoenix Mercury,80,85,True,2025
401736154,2025-06-01,14,Seattle Storm,17,Las Vegas Aces,70,75,True,2025
401736155,2025-06-02,129689,Golden State Valkyries,8,Minnesota Lynx,75,86,True,2025
401736156,2025-06-03,5,Indiana Fever,16,Washington Mystics,85,76,True,2025
401736157,2025-06-04,8,Minnesota Lynx,11,Phoenix Mercury,88,65,True,2025
401736158,2025-06-04,14,Seattle Storm,3,Dallas Wings,83,77,True,2025
401736159,2025-06-05,16,Washington Mystics,9,New York Liberty,78,86,True,2025
401736160,2025-06-06,11,Phoenix Mercury,129689,Golden State Valkyries,86,77,True,2025
401736161,2025-06-06,18,Connecticut Sun,20,Atlanta Dream,84,76,True,2025
401736162,2025-06-07,3,Dallas Wings,6,Los Angeles Sparks,79,93,True,2025
401736163,2025-06-07,129689,Golden State Valkyries,17,Las Vegas Aces,95,68,True,2025
401736164,2025-06-08,19,Chicago Sky,5,Indiana Fever,52,79,True,2025
401736165,2025-06-08,11,Phoenix Mercury,14,Seattle Storm,77,89,True,2025
401736166,2025-06-08,16,Washington Mystics,18,Connecticut Sun,104,67,True,2025
401736167,2025-06-08,3,Dallas Wings,8,Minnesota Lynx,65,81,True,2025
401736168,2025-06-10,6,Los Angeles Sparks,129689,Golden State Valkyries,81,89,True,2025
401736169,2025-06-10,20,Atlanta Dream,5,Indiana Fever,77,58,True,2025
401736170,2025-06-11,9,New York Liberty,19,Chicago Sky,85,66,True,2025
401736171,2025-06-12,17,Las Vegas Aces,6,Los Angeles Sparks,89,97,True,2025
401736172,2025-06-12,11,Phoenix Mercury,3,Dallas Wings,93,80,True,2025
401736173,2025-06-12,14,Seattle Storm,8,Minnesota Lynx,94,84,True,2025
401736174,2025-06-13,20,Atlanta Dream,19,Chicago Sky,88,70,True,2025
401736175,2025-06-14,17,Las Vegas Aces,3,Dallas Wings,88,84,True,2025
401736176,2025-06-14,8,Minnesota Lynx,6,Los Angeles Sparks,101,78,True,2025
401736177,2025-06-14,5,Indiana Fever,9,New York Liberty,102,88,True,2025
401736178,2025-06-15,129689,Golden State Valkyries,14,Seattle Storm,76,70,True,2025
401736179,2025-06-15,18,Connecticut Sun,19,Chicago Sky,66,78,True,2025
401736180,2025-06-15,16,Washington Mystics,20,Atlanta Dream,56,89,True,2025
401736181,2025-06-15,17,Las Vegas Aces,11,Phoenix Mercury,70,76,True,2025
401736182,2025-06-17,5,Indiana Fever,18,Connecticut Sun,88,71,True,2025
401736183,2025-06-17,9,New York Liberty,20,Atlanta Dream,86,81,True,2025
401736184,2025-06-18,19,Chicago Sky,16,Washington Mystics,72,79,True,2025
401736185,2025-06-18,3,Dallas Wings,129689,Golden State Valkyries,80,71,True,2025
401736186,2025-06-18,8,Minnesota Lynx,17,Las Vegas Aces,76,62,True,2025
401736187,2025-06-18,6,Los Angeles Sparks,14,Seattle Storm,67,98,True,2025
401736188,2025-06-18,18,Connecticut Sun,11,Phoenix Mercury,75,83,True,2025
401736189,2025-06-19,9,New York Liberty,11,Phoenix Mercury,81,89,True,2025
401736190,2025-06-20,129689,Golden State Valkyries,5,Indiana Fever,88,77,True,2025
401736191,2025-06-20,20,Atlanta Dream,16,Washington Mystics,92,91,True,2025
401736192,2025-06-20,18,Connecticut Sun,3,Dallas Wings,83,86,True,2025
401736193,2025-06-21,17,Las Vegas Aces,14,Seattle Storm,83,90,True,2025
401736194,2025-06-21,19,Chicago Sky,11,Phoenix Mercury,86,107,True,2025
401736195,2025-06-22,8,Minnesota Lynx,6,Los Angeles Sparks,82,66,True,2025
401736196,2025-06-22,20,Atlanta Dream,19,Chicago Sky,93,80,True,2025
401736197,2025-06-22,16,Washington Mystics,3,Dallas Wings,91,88,True,2025
401736198,2025-06-22,17,Las Vegas Aces,5,Indiana Fever,89,81,True,2025
401736199,2025-06-22,14,Seattle Storm,9,New York Liberty,89,79,True,2025
401736200,2025-06-23,129689,Golden State Valkyries,18,Connecticut Sun,87,63,True,2025
401736201,2025-06-25,16,Washington Mystics,8,Minnesota Lynx,68,64,True,2025
401736202,2025-06-25,19,Chicago Sky,6,Los Angeles Sparks,97,86,True,2025
401736203,2025-06-25,3,Dallas Wings,20,Atlanta Dream,68,55,True,2025
401736204,2025-06-25,14,Seattle Storm,5,Indiana Fever,86,94,True,2025
401736205,2025-06-26,129689,Golden State Valkyries,9,New York Liberty,78,81,True,2025
401736206,2025-06-26,17,Las Vegas Aces,18,Connecticut Sun,85,59,True,2025
401736207,2025-06-26,5,Indiana Fever,6,Los Angeles Sparks,75,85,True,2025
401736208,2025-06-27,17,Las Vegas Aces,16,Washington Mystics,83,94,True,2025
401736209,2025-06-27,20,Atlanta Dream,8,Minnesota Lynx,92,96,True,2025
401736210,2025-06-27,3,Dallas Wings,5,Indiana Fever,86,94,True,2025
401736211,2025-06-28,129689,Golden State Valkyries,19,Chicago Sky,83,78,True,2025
401736212,2025-06-28,11,Phoenix Mercury,9,New York Liberty,106,91,True,2025
401736213,2025-06-28,14,Seattle Storm,18,Connecticut Sun,97,81,True,2025
401736214,2025-06-29,3,Dallas Wings,16,Washington Mystics,79,71,True,2025
401736215,2025-06-29,20,Atlanta Dream,9,New York Liberty,90,81,True,2025
401736216,2025-06-29,6,Los Angeles Sparks,19,Chicago Sky,85,92,True,2025
401736217,2025-06-29,11,Phoenix Mercury,17,Las Vegas Aces,81,84,True,2025
401736218,2025-06-29,8,Minnesota Lynx,18,Connecticut Sun,102,63,True,2025
401736219,2025-06-30,129689,Golden State Valkyries,14,Seattle Storm,84,57,True,2025
401736430,2025-07-02,8,Minnesota Lynx,5,Indiana Fever,59,74,True,2025
401736220,2025-07-03,5,Indiana Fever,17,Las Vegas Aces,81,54,True,2025
401736221,2025-07-03,9,New York Liberty,6,Los Angeles Sparks,89,79,True,2025
401736222,2025-07-03,20,Atlanta Dream,14,Seattle Storm,79,80,True,2025
401736223,2025-07-04,3,Dallas Wings,11,Phoenix Mercury,98,89,True,2025
401736224,2025-07-04,8,Minnesota Lynx,16,Washington Mystics,92,75,True,2025
401736225,2025-07-05,5,Indiana Fever,6,Los Angeles Sparks,87,89,True,2025
401736226,2025-07-06,8,Minnesota Lynx,129689,Golden State Valkyries,82,71,True,2025
401736228,2025-07-06,9,New York Liberty,14,Seattle Storm,70,79,True,2025
401736227,2025-07-06,18,Connecticut Sun,17,Las Vegas Aces,68,86,True,2025
401736229,2025-07-06,8,Minnesota Lynx,19,Chicago Sky,80,75,True,2025
401736230,2025-07-07,20,Atlanta Dream,129689,Golden State Valkyries,90,81,True,2025
401736231,2025-07-08,11,Phoenix Mercury,3,Dallas Wings,102,72,True,2025
401736232,2025-07-08,16,Washington Mystics,19,Chicago Sky,81,79,True,2025
401736233,2025-07-09,9,New York Liberty,17,Las Vegas Aces,87,78,True,2025
401736234,2025-07-09,18,Connecticut Sun,14,Seattle Storm,93,83,True,2025
401736235,2025-07-09,5,Indiana Fever,129689,Golden State Valkyries,61,80,True,2025
401736236,2025-07-09,11,Phoenix Mercury,8,Minnesota Lynx,79,71,True,2025
401736237,2025-07-10,19,Chicago Sky,3,Dallas Wings,87,76,True,2025
401736238,2025-07-10,6,Los Angeles Sparks,8,Minnesota Lynx,82,91,True,2025
401736239,2025-07-10,16,Washington Mystics,17,Las Vegas Aces,70,68,True,2025
401736240,2025-07-11,5,Indiana Fever,20,Atlanta Dream,99,82,True,2025
401736241,2025-07-12,14,Seattle Storm,18,Connecticut Sun,79,65,True,2025
401736242,2025-07-12,19,Chicago Sky,8,Minnesota Lynx,87,81,True,2025
401736243,2025-07-12,17,Las Vegas Aces,129689,Golden State Valkyries,104,102,True,2025
401736244,2025-07-13,5,Indiana Fever,3,Dallas Wings,102,83,True,2025
401736245,2025-07-13,9,New York Liberty,20,Atlanta Dream,79,72,True,2025
