game_id,official_date,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,completed,season
401320565,2021-05-14,9,New York Liberty,5,Indiana Fever,90,87,True,2021
401320566,2021-05-14,20,Atlanta Dream,18,Connecticut Sun,67,78,True,2021
401320567,2021-05-15,8,Minnesota Lynx,11,Phoenix Mercury,75,77,True,2021
401320568,2021-05-15,6,Los Angeles Sparks,3,Dallas Wings,71,94,True,2021
401320569,2021-05-15,16,Washington Mystics,19,Chicago Sky,56,70,True,2021
401320570,2021-05-15,14,Seattle Storm,17,Las Vegas Aces,97,83,True,2021
401320571,2021-05-16,5,Indiana Fever,9,New York Liberty,65,73,True,2021
401320572,2021-05-16,18,Connecticut Sun,11,Phoenix Mercury,86,78,True,2021
401320573,2021-05-18,9,New York Liberty,8,Minnesota Lynx,86,75,True,2021
401320574,2021-05-19,16,Washington Mystics,11,Phoenix Mercury,70,91,True,2021
401320575,2021-05-19,14,Seattle Storm,17,Las Vegas Aces,80,96,True,2021
401320576,2021-05-19,20,Atlanta Dream,19,Chicago Sky,77,85,True,2021
401320577,2021-05-19,18,Connecticut Sun,5,Indiana Fever,88,67,True,2021
401320578,2021-05-21,8,Minnesota Lynx,14,Seattle Storm,78,90,True,2021
401320579,2021-05-21,5,Indiana Fever,20,Atlanta Dream,79,83,True,2021
401320580,2021-05-21,16,Washington Mystics,9,New York Liberty,101,72,True,2021
401320581,2021-05-22,11,Phoenix Mercury,18,Connecticut Sun,67,84,True,2021
401320582,2021-05-22,17,Las Vegas Aces,6,Los Angeles Sparks,97,69,True,2021
401320583,2021-05-23,3,Dallas Wings,14,Seattle Storm,97,100,True,2021
401320584,2021-05-23,19,Chicago Sky,9,New York Liberty,85,93,True,2021
401320585,2021-05-23,5,Indiana Fever,16,Washington Mystics,89,77,True,2021
401320586,2021-05-23,17,Las Vegas Aces,18,Connecticut Sun,65,72,True,2021
401320588,2021-05-24,9,New York Liberty,3,Dallas Wings,88,81,True,2021
401320587,2021-05-25,5,Indiana Fever,16,Washington Mystics,69,85,True,2021
401320589,2021-05-26,19,Chicago Sky,20,Atlanta Dream,83,90,True,2021
401320590,2021-05-26,14,Seattle Storm,18,Connecticut Sun,90,87,True,2021
401320591,2021-05-27,11,Phoenix Mercury,17,Las Vegas Aces,79,85,True,2021
401320592,2021-05-27,20,Atlanta Dream,3,Dallas Wings,101,95,True,2021
401320593,2021-05-28,18,Connecticut Sun,16,Washington Mystics,86,81,True,2021
401320594,2021-05-29,19,Chicago Sky,6,Los Angeles Sparks,61,76,True,2021
401320595,2021-05-29,14,Seattle Storm,8,Minnesota Lynx,82,72,True,2021
401320596,2021-05-29,17,Las Vegas Aces,5,Indiana Fever,113,77,True,2021
401320597,2021-05-29,9,New York Liberty,20,Atlanta Dream,87,90,True,2021
401320598,2021-05-30,3,Dallas Wings,11,Phoenix Mercury,85,89,True,2021
401320599,2021-05-30,19,Chicago Sky,6,Los Angeles Sparks,79,82,True,2021
401320600,2021-05-30,17,Las Vegas Aces,5,Indiana Fever,101,78,True,2021
