game_id,official_date,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,completed,season
401391650,2022-05-06,16,Washington Mystics,5,Indiana Fever,84,70,True,2022
401391651,2022-05-07,19,Chicago Sky,6,Los Angeles Sparks,91,98,True,2022
401391652,2022-05-07,11,Phoenix Mercury,17,Las Vegas Aces,88,106,True,2022
401391653,2022-05-07,14,Seattle Storm,8,Minnesota Lynx,97,74,True,2022
401391654,2022-05-07,9,New York Liberty,18,Connecticut Sun,81,79,True,2022
401391655,2022-05-08,3,Dallas Wings,20,Atlanta Dream,59,66,True,2022
401391656,2022-05-08,5,Indiana Fever,6,Los Angeles Sparks,77,87,True,2022
401391658,2022-05-09,8,Minnesota Lynx,16,Washington Mystics,66,78,True,2022
401391657,2022-05-09,17,Las Vegas Aces,14,Seattle Storm,85,74,True,2022
401391659,2022-05-10,16,Washington Mystics,17,Las Vegas Aces,89,76,True,2022
401391660,2022-05-10,5,Indiana Fever,8,Minnesota Lynx,82,76,True,2022
401391661,2022-05-11,20,Atlanta Dream,6,Los Angeles Sparks,77,75,True,2022
401391662,2022-05-12,19,Chicago Sky,9,New York Liberty,83,50,True,2022
401391663,2022-05-12,11,Phoenix Mercury,14,Seattle Storm,97,77,True,2022
401391664,2022-05-13,16,Washington Mystics,3,Dallas Wings,86,94,True,2022
401391665,2022-05-13,20,Atlanta Dream,17,Las Vegas Aces,73,96,True,2022
401391666,2022-05-14,9,New York Liberty,5,Indiana Fever,86,92,True,2022
401391667,2022-05-14,14,Seattle Storm,11,Phoenix Mercury,64,69,True,2022
401391668,2022-05-14,18,Connecticut Sun,6,Los Angeles Sparks,77,60,True,2022
401391669,2022-05-15,8,Minnesota Lynx,19,Chicago Sky,78,82,True,2022
401391670,2022-05-15,9,New York Liberty,3,Dallas Wings,71,81,True,2022
401391671,2022-05-15,5,Indiana Fever,20,Atlanta Dream,79,85,True,2022
401391672,2022-05-17,9,New York Liberty,18,Connecticut Sun,65,92,True,2022
401391673,2022-05-17,5,Indiana Fever,20,Atlanta Dream,79,101,True,2022
401391674,2022-05-18,3,Dallas Wings,16,Washington Mystics,68,84,True,2022
401391675,2022-05-18,17,Las Vegas Aces,11,Phoenix Mercury,86,74,True,2022
401391676,2022-05-18,6,Los Angeles Sparks,8,Minnesota Lynx,84,87,True,2022
401391677,2022-05-19,14,Seattle Storm,19,Chicago Sky,74,71,True,2022
401391678,2022-05-20,17,Las Vegas Aces,8,Minnesota Lynx,93,87,True,2022
401391679,2022-05-20,11,Phoenix Mercury,3,Dallas Wings,84,94,True,2022
401391680,2022-05-20,18,Connecticut Sun,5,Indiana Fever,94,85,True,2022
401391681,2022-05-20,20,Atlanta Dream,16,Washington Mystics,73,78,True,2022
401391682,2022-05-21,14,Seattle Storm,6,Los Angeles Sparks,83,80,True,2022
401391683,2022-05-21,17,Las Vegas Aces,11,Phoenix Mercury,100,80,True,2022
401391684,2022-05-22,3,Dallas Wings,8,Minnesota Lynx,94,78,True,2022
401391685,2022-05-22,5,Indiana Fever,18,Connecticut Sun,70,92,True,2022
401391686,2022-05-22,16,Washington Mystics,19,Chicago Sky,73,82,True,2022
401391687,2022-05-24,17,Las Vegas Aces,6,Los Angeles Sparks,104,76,True,2022
401391688,2022-05-24,18,Connecticut Sun,3,Dallas Wings,77,85,True,2022
401391689,2022-05-24,16,Washington Mystics,20,Atlanta Dream,70,50,True,2022
401391690,2022-05-25,19,Chicago Sky,5,Indiana Fever,95,90,True,2022
401391691,2022-05-25,8,Minnesota Lynx,9,New York Liberty,84,78,True,2022
401391692,2022-05-26,6,Los Angeles Sparks,11,Phoenix Mercury,99,94,True,2022
401391693,2022-05-26,18,Connecticut Sun,3,Dallas Wings,99,68,True,2022
401391694,2022-05-27,5,Indiana Fever,6,Los Angeles Sparks,101,96,True,2022
401391695,2022-05-28,14,Seattle Storm,9,New York Liberty,79,71,True,2022
401391696,2022-05-28,19,Chicago Sky,17,Las Vegas Aces,76,83,True,2022
401391697,2022-05-28,18,Connecticut Sun,16,Washington Mystics,79,71,True,2022
401391698,2022-05-29,20,Atlanta Dream,11,Phoenix Mercury,81,54,True,2022
401391699,2022-05-29,14,Seattle Storm,9,New York Liberty,92,61,True,2022
401391700,2022-05-29,8,Minnesota Lynx,6,Los Angeles Sparks,83,85,True,2022
401391701,2022-05-31,5,Indiana Fever,16,Washington Mystics,75,87,True,2022
401391702,2022-05-31,19,Chicago Sky,11,Phoenix Mercury,73,70,True,2022
401391703,2022-06-01,17,Las Vegas Aces,18,Connecticut Sun,89,81,True,2022
401391704,2022-06-01,6,Los Angeles Sparks,3,Dallas Wings,93,91,True,2022
